CT_GLDAS,RCP45_SSP2,RCP85_SSP2,RCP85_SSP3,GLOWASIS,Hoekstra,,,
73005.625,0,0,0,0,16818.10627,,,
1822804.25,237158,237157.7727,238977.1364,787405.6101,276740.1142,,,
54316.50781,124142,124142.4545,125123.7273,524463.1171,21685.44581,,,
21175.27734,72335,72335.16818,72917.25,0,33111.34656,,,
5683085.5,121096,121095.5455,122068.2273,12998708.72,242599.9865,,,
8160.427246,22066,22066.13182,22243.2,0,9139.939726,,,
1016674.625,283864,283863.6818,286137.4091,0,66857.74345,,,
99209.13281,112930,112930.3636,113830.5,0,26824.16471,,,
2355.128906,11222,11221.63636,11309.16818,282390.5945,1082.189257,,,
288.664978,984,983.5254545,991.2,0,,,,
10268.32129,30785,30785.42727,31024.15909,0,6437.502824,,,
358669.9375,44071,44071.45909,44412.70909,642769.6943,14080.893,,,
6031139.5,214468,214468.2273,216079.5,1811423.54,57100.63247,,,
10.10495758,77,76.91364545,77.46928636,0,,,,
6825004,80214,80213.50909,80827.75909,1404680.848,137154.4607,,,
134911.8906,45256,45255.85909,45602.35909,36663.84518,29354.26091,,,
4199.95752,20296,20296.5,20460.10909,177018.4934,3078.546069,,,
21176.625,38822,38821.55455,39131.59091,0,6499.102418,,,
6952.884766,17218,17218.28182,17355.35455,0,2815.935041,,,
58491.20313,63251,63250.95,63688.13182,0,25257.38445,,,
29244.42188,32233,32233.47273,32450.72727,324253.6485,22305.72261,,,
35902.24219,10704,10704.27273,10777.10455,0,15546.10759,,,
357014.8438,70402,69767.44091,69823.85455,3938867.807,12515.53231,,,
353997.375,328749,325880.8636,326200.6364,0,16915.06226,,,
240.1611633,3147,3146.869091,3168.814091,0,321.548354,,,
113.8491898,1574,1573.596818,1584.564545,0,125.3328376,,,
11780.36035,39045,39044.72727,39336.05455,66132.78389,5093.050222,,,
8323.791016,10298,10298.20909,10382.87727,0,3329.791196,,,
11416.91895,6385,6384.964091,6438.418636,0,2343.349692,,,
14615.81152,11883,11882.94545,11986.03636,13095.8464,4778.781869,,,
171123.4219,75468,75467.79545,76113.73636,11512.41176,48438.62528,,,
2538.702393,3054,3054.306818,3080.308636,0,1556.519524,,,
14064.41699,16666,16665.88636,16807.92273,80677.64342,7771.924768,,,
5448.930176,12994,12993.84545,13103.90455,0,2313.535255,,,
96601.38281,52434,52386.98182,52813.28182,0,35674.72442,,,
18904.50586,33219,33219.23182,33499.39091,140004.0388,19266.11472,,,
48205.02734,83863,83793.24545,84471.83182,387331.9924,46113.82453,,,
35.36735153,504,504.4400455,508.6553182,0,,,,
16583.91992,706088,697206.6818,697674.4091,3207785.606,45626.58171,,,
4983.091797,114894,112606.7727,112901.7273,400162.8757,22127.00577,,,
618.0866089,2257,2257.032273,2275.827273,0,953.2148047,,,
5790.477539,14006,14005.66364,14124.12273,0,9673.182858,,,
32062.65625,60254,60085.58182,60313.14545,0,28897.47899,,,
121274.7734,1108,1107.549545,1116.57,0,3976.889345,,,
868467.6875,1878374,1850071.364,1850348.182,474822.4616,94373.83459,,,
2783.916016,431924,425359.7727,425083.9091,0,2275.704679,,,
411421728,37900705,38004081.82,37860995.45,17653125.76,16625152.48,,,
8437106688,459307227,463981636.4,461839636.4,506373718.3,477588621,,,
295037184,84545045,84559745.45,84539700,293835083,13592999.76,,,
384146432,65406027,65669290.91,65391709.09,88520393.37,14231180.18,,,
3234180352,375438000,377506500,377255454.5,340787109.4,208971951.6,,,
6214814208,713224909,716734772.7,716518090.9,1294672119,409813951,,,
263358512,65505491,65781450,66069150,0,42662521.36,,,
866649600,194043818,194630863.6,196157181.8,2150821045,86303926.5,,,
1274370304,68223273,68440336.36,68601463.64,0,95962935.75,,,
625479168,27024709,26725077.27,26717822.73,146608383.2,76426834.16,,,
602681472,32992527,32895259.09,32898695.45,0,66880507.22,,,
249288384,29555973,29551963.64,29608377.27,0,53998587.33,,,
86355616,45312368,45608563.64,45698959.09,41797943.12,13177163.11,,,
191188032,8027288,8251253.182,8223399.545,0,15081083.67,,,
1117305728,74730791,76415277.27,75487650,77724693.3,80353446.33,,,
173926384,12213218,12289295.45,12296072.73,0,13808476.18,,,
225104432,10319305,10365886.36,10371804.55,137318206.8,12699746.25,,,
923834944,25520250,25926122.73,25881545.45,39834999.08,65959741.33,,,
605485824,39595405,40335845.45,40119354.55,21071338.65,32278553.39,,,
136946960,39847691,41014240.91,40999159.09,34707099.91,17079592.8,,,
9280988,17952423,18127486.36,18089209.09,81974456.79,4748040.475,,,
3661957632,606996409,613377545.5,612214909.1,212638565.1,428090520,,,
621661568,51622486,51854250,51801750,0,53937366.16,,,
123766544,25338409,25442359.09,25458395.45,111476028.4,17835910.17,,,
89471,616,615.5949545,650.7298636,0,0,,,
207452.8438,355870,355869.8182,349940.1818,0,110928.8834,,,
203348032,5365347,5384543.182,5363781.818,0,13629872.74,,,
29700956,44110118,44238790.91,43892672.73,46656677.25,9638185.636,,,
445567.1563,12956809,12958431.82,13085863.64,1834156.275,632185.86,,,
1235266688,241912364,242263636.4,244401818.2,648437805.2,143338026.8,,,
592317248,68886968,69290931.82,69432968.18,0,46190093.19,,,
296775.8125,391577,391577.4545,394468.7727,0,0,,,
306166688,13841959,13906868.18,13894840.91,0,28571481.62,,,
959706624,130091182,130945500,130775590.9,37605705.26,86348689.64,,,
932913472,81994977,82303009.09,82111813.64,8767726.898,44572617.82,,,
402027840,33357927,33346854.55,33316022.73,0,12742009.33,,,
337661152,30210123,30149318.18,30122018.18,0,12006916.09,,,
290806592,51000409,51271309.09,51480831.82,99008102.42,28514214.05,,,
486013408,48484705,48723150,49023640.91,144094162,55139571.04,,,
2020013.625,3363770,3359350.909,3402496.364,12859295.85,2202618.661,,,
1144149632,69118159,67898345.45,67653695.45,157100799.6,70774413.23,,,
407796192,4330859,4330858.636,4352469.545,0,17299966.95,,,
21630130,2527694,2527693.636,2548445.455,0,3913717.296,,,
531443360,12140386,12306763.64,12390477.27,0,31899145,,,
447743200,40822759,41449895.45,41448177.27,115789238,35154663.49,,,
1150401536,79805727,82363527.27,82638054.55,171167999.3,110481910.9,,,
671272.5,7939,7939.107273,8137.509545,0,471596.1183,,,
138265.3125,0,0,0,0,0,,,
910755648,2615044,2615044.091,2637466.364,113193801.9,56783482.92,,,
657359744,84425536,83996181.82,84122945.45,196854751.6,81913800.37,,,
227199456,26230336,26179459.09,26201890.91,0,43211740.28,,,
965955776,128026500,128520000,128961000,334119628.9,148725029.6,,,
26799342,3830791,3838981.364,3854015.455,0,2044760.52,,,
172256464,24701727,25077913.64,25240854.55,456899139.4,42735457.38,,,
460913088,36784077,37673618.18,37823863.64,77242248.54,82186642.48,,,
21698206,2643938,2643938.182,2664651.818,0,4029208.891,,,
326660384,15857959,16158259.09,16144418.18,33231918.33,23400168.02,,,
243730640,53510768,54112704.55,53870345.45,53146942.14,29072485.61,,,
631765568,33545591,34134163.64,34103522.73,0,38663561.98,,,
120707664,23650773,23829750,23827459.09,32103786.47,12609938.46,,,
65343016,18105341,18178745.45,18187431.82,4298062.325,4768924.951,,,
309556736,61738759,61831636.36,61721481.82,23061159.13,48002853.72,,,
1277315712,164213318,166589181.8,166607318.2,278765686,204778294.4,,,
71233816,18484964,18762927.27,18797290.91,132977447.5,10232993.35,,,
284026048,3729085,3758770.909,3760155,0,16956085.76,,,
105119744,16055932,16474118.18,16465050,19733480.45,7762708.717,,,
5443585,0,0,0,0,3685374.029,,,
5722418,0,0,0,0,3816575.782,,,
1334517.625,7798,7797.920455,5766.857727,10888893.13,1402514.281,,,
229159.9844,47540,47539.8,47530.63636,0,17828.03863,,,
128426.5625,52679,52678.59545,52653.20455,0,14566.99005,,,
161793.625,79308,79307.74091,79287.6,137889.1915,19180.26667,,,
124039.7031,79471,79470.96818,79317.66818,0,17697.7293,,,
72357.16406,41065,41065.30909,41013.09545,33855.42706,9531.995668,,,
65288.98828,32320,32319.85909,32300.86364,50640.23659,8851.18546,,,
2658342.75,1641370,1641369.545,1638782.727,1604149.342,318401.4637,,,
70913.82031,58328,58328.35909,58149.19091,145552.0838,9724.163689,,,
96639.22656,65962,65962.05,69850.67727,0,12263.34226,,,
182954.6563,125479,125478.8182,125150.4545,0,25543.82653,,,
121237.5313,79088,79088.48182,78972.88636,0,16384.04426,,,
183911.0313,94031,94031.22273,93960.68182,0,24150.00445,,,
281047.4063,94662,94662.17727,94519.28182,0,16521.45563,,,
2657410,1149445,1149444.545,1147898.182,6041398.048,198971.9454,,,
350041.5938,308607,308607.4091,307431.4091,0,41333.32999,,,
189551.875,619139,619139.1818,615175.9091,218004.5545,24090.76422,,,
345878.0625,500382,500382.2727,497102.4545,0,14363.14198,,,
8489156,3794471,3794470.909,3791120.455,10448970.79,856185.4905,,,
264719.9375,600715,600714.5455,597122.5909,290291.6074,33198.76685,,,
406601,226288,226288.3636,225631.6364,300263.4645,51462.09702,,,
54824.74609,146705,146705.0455,145786.7727,316681.8917,7077.408168,,,
114947.1328,45651,45650.75455,45584.50909,0,11643.80189,,,
35357.42969,36496,36496.18636,36275.4,83811.39487,4652.262847,,,
154805.2344,287312,287311.5,285566.5909,89465.42442,16749.12618,,,
4993354,1066027,1066026.818,1063840.909,8957400.322,211328.9431,,,
92036.92969,113409,113408.5909,112762.3636,21470.82239,11437.97045,,,
103498.7734,1119224,1119223.636,1117476.818,26864.95334,69676.33186,,,
92857.95313,342239,342238.9091,340231.5,93383.98278,10663.5773,,,
112837.1875,95501,95501.31818,95174.00455,35503.84566,17031.25527,,,
28190.5332,26601,26601.08182,26437.66364,63488.19286,4016.903652,,,
69151.67188,52554,52554.21818,52338.87273,0,8794.584137,,,
51606.52734,27177,27176.95909,27121.30909,16979.7428,8666.587115,,,
145857.875,1342998,1342997.727,1340048.182,245779.9166,18584.14413,,,
1140882.875,4880457,4880457.273,4884495,2238530.874,157145.0604,,,
73895.67969,307199,307199.4545,305181.5455,0,9513.906868,,,
59431.10938,58876,58875.79091,58622.93182,102377.7425,7834.888024,,,
78432.83594,78322,78322.26818,77962.02273,6316.173356,11563.35123,,,
251310.1875,129842,129842.0455,129151.9091,1520.76676,15094.91725,,,
25702.00195,29015,29015.12727,28880.15455,56094.74704,3330.544057,,,
14142.46191,15236,15235.97727,15169.63636,0,1804.608887,,,
40547.69531,44383,44383.30909,44514.27273,134912.774,5470.947338,,,
13915.51465,16711,16710.75,16634.00455,0,2140.70148,,,
13494.9502,8697,8696.73,8659.77,0,1849.978891,,,
14048.83398,13298,13297.77273,13237.63636,0,1911.985999,,,
20719.3457,22586,22586.35909,22490.80909,0,2516.475216,,,
76361.47656,6530,6529.673182,7001.428636,317120.8203,1691.885118,,,
22226.30469,11163,11162.64545,11144.41364,0,2537.350637,,,
346849.0625,101255,101255.3182,100996.6364,226757.9436,26207.05444,,,
,0,0,0,0,,,,
334605.0313,28585,28584.81818,28648.67727,0,27307.44825,,,
1102.931885,0,0,0,0,,,,
2666.118408,1601,1601.335909,1596.935455,0,905.4600023,,,
712658.4375,164663,164662.9091,164373.6818,1252826.929,38660.60003,,,
412118.8125,248882,248881.5,248374.6364,250270.7839,53841.93638,,,
122836.0859,48265,48265.35,48222.58636,0,12526.36467,,,
460822,232380,232380.2727,232167.4091,179706.5139,56783.68632,,,
138421.0938,52050,52050.40909,51981.10909,0,19058.15511,,,
3313308.75,9175,9174.947727,9159.283636,0,2540.905229,,,
550657.6875,279950,279950.0455,279508.0909,226236.7755,59145.47172,,,
85276.09375,150911,150910.7727,150058.3636,277327.0905,11995.02346,,,
50897.69531,117508,117508.3636,116792.4545,0,6161.899102,,,
420356.4063,212985,212984.8636,211678.0909,1120099.902,12740.30549,,,
25537.64453,31866,31866.06818,31702.84091,268176.2576,3769.5612,,,
235489.3281,141038,141037.9091,140564.4545,755928.6356,30282.0906,,,
274146.125,33879,33878.82273,33927.69545,299700.2006,35008.4342,,,
105819.8281,1520,1520.390455,1523.225455,0,8464.839114,,,
122528.1875,0,0,0,0,12000.7454,,,
938953.8125,184789,184788.5455,184658.7273,405730.0687,80421.73384,,,
2546.284424,1175,1174.825909,1170.969545,0,,,,
192397.125,320817,320817,318966.1364,89175.61918,24596.24608,,,
2469.957031,6140,6140.209091,6099.755455,0,505.97403,,,
8312102.5,1081175,1081175.455,1081404.545,0,48796.18722,,,
352.378479,5248,5248.491818,5247.556364,0,507.3365983,,,
24999.53516,252468,252467.7273,252169.9091,0,9411.553415,,,
43590.86719,164859,164858.5909,164193.2727,0,6600.359202,,,
3756.074707,6886,6886.472727,6844.749545,0,774.9463387,,,
2526.947998,3852,3852.135,3831.411818,252834.9757,620.847936,,,
25538.91797,23776,23775.62727,23643.61364,0,3450.10075,,,
14355.9248,14313,14313.02727,14224.44545,0,1902.63787,,,
17596.53516,19470,19469.76818,19365.72273,0,2324.881804,,,
47627.57813,50865,50864.76818,50624.31818,0,6350.541524,,,
38493.21484,36111,36111.40909,35920.59545,37314.0499,5551.593638,,,
64.11507416,63,63.15568636,62.82426818,0,,,,
924.8344727,1288,1287.805909,1281.152727,0,,,,
39976.76563,38727,38727.34091,38535,2116950.512,4882.403133,,,
15120.72559,19072,19071.72273,18968.63182,10068.46502,1785.190569,,,
97456.125,15717,15716.87727,15658.74545,26092.42313,2734.926617,,,
5768.575684,3350,3350.292273,3336.069545,0,832.9326644,,,
7460.246582,6523,6522.762273,6495.214091,26586.94983,939.5359304,,,
18800.2207,4344,4343.563636,4179.992727,0,561.2130778,,,
7001.26416,8260,8259.634091,8219.963182,87352.9762,713.2590869,,,
5058.984375,5132,5132.495455,5110.273636,0,913.6887521,,,
2178.90918,1877,1876.693636,1951.463182,0,376.8460975,,,
3032.999023,3208,3207.950455,3377.296364,0,357.0175427,,,
24130.67383,62,61.87125,62.01271364,0,1994.090067,,,
645284.375,5772,5771.668636,5780.393182,0,995.8889299,,,
1724209.375,419256,419256.4091,419733.6818,222042.65,192253.6265,,,
742412.625,136122,136122,136236.5455,222578.0338,79608.63107,,,
1617799.875,215177,215176.5,215146.9091,552317.5001,77344.31356,,,
239815.2969,123115,123115.3636,123092.4545,0,33131.8701,,,
667839.8125,283931,283931.4545,283742.4545,257090.807,65495.23105,,,
401560.3125,237970,237970.0909,237600.6818,133282.3038,48212.40324,,,
518525.5,116281,116280.8182,116070.8182,376093.4174,22474.83352,,,
26489.95508,13064,13064.38636,13050.45,0,2723.948018,,,
265631.5313,119181,119180.7273,119136.8182,57322.01412,33584.42184,,,
2248.607178,0,0,0,0,0,,,
5882277.5,2172345,2157043.636,2158045.909,1921890.855,84084.23714,,,
6703169,4760977,4746324.545,4746801.818,4852853.775,74684.22676,,,
175386576,132819273,135115909.1,134677772.7,13835817.34,69490552.6,,,
178839424,113591864,115862727.3,115855090.9,113533020,47626976.54,,,
82582696,71427491,72451527.27,72254700,102408416.7,17445772.47,,,
139242544,80787764,82046713.64,82039172.73,0,43912931.29,,,
44932548,16789405,16929436.36,16929913.64,65037292.48,13157198.58,,,
165042432,45107141,45468531.82,45502322.73,55865558.62,34188823.04,,,
116133552,19143027,19357227.27,19357609.09,0,25902484.8,,,
86911224,47760873,48726872.73,48725250,0,20133262.48,,,
39933692,24018655,24497550,24495831.82,0,8384713.729,,,
57712716,27581973,28126254.55,28125013.64,0,12310526.72,,,
364833.8438,232047,232047.1364,235440.5455,267524.3318,117143.7648,,,
478889.8438,43333,43124.35909,43212.17727,0,10580.88267,,,
7989575.5,2438701,2423800.909,2426149.091,1940873.504,260165.1671,,,
176925.5625,222180,221483.1818,221543.3182,0,7138.638984,,,
832553.375,1077119,1074169.091,1086339.545,955403.2087,42527.63089,,,
2078494,584091,584091.1364,617090.7273,0,255546.3018,,,
17600.85547,64712,64711.88182,65101.14545,0,46065.4657,,,
25606.40039,315972,315971.7273,326903.1818,300487.2799,153488.0546,,,
1010988224,628677955,628035545.5,628079454.5,1641997314,381727758.6,,,
157165488,153590182,153140590.9,153167318.2,0,52252064.69,,,
281516832,322528500,321228409.1,321216954.5,65970077.51,252301663.4,,,
6382252.5,1442710,1438652.727,1447969.091,0,7915825.268,,,
49723436,17581391,17522304.55,17534236.36,0,36707628.91,,,
72870944,89183468,88855009.09,88878586.36,90675148.01,28081703.69,,,
269168608,332816591,332406136.4,332447181.8,0,183938996.6,,,
153325328,132675136,132506181.8,132510000,401832885.7,65579550.2,,,
183800096,210315955,210049636.4,210046772.7,358803375.2,97488468,,,
99881168,159440591,159238227.3,159248727.3,0,62128204.3,,,
321828480,113119364,112718454.5,112710818.2,0,152805338,,,
167685600,129029727,129216818.2,129276954.5,372442535.4,108421445.1,,,
6287963648,4679430000,4695294545,4695017727,4842153320,3159312557,,,
70746232,93275605,92947622.73,92940750,305634674.1,52297656.42,,,
969204416,799254273,799541590.9,799589318.2,992272949.2,503490279.8,,,
83965368,68177741,68274627.27,68312522.73,319511291.5,62426807.53,,,
485084416,1277687727,1278985909,1278985909,250919555.7,284362564,,,
152429840,193267773,193496863.6,193522636.4,0,100833907.9,,,
446237824,558974182,559549772.7,559593681.8,451646728.5,257683266.4,,,
541289344,408013773,409941000,409811181.8,786757934.6,339581886.3,,,
580512320,574203000,574866409.1,574878818.2,425049163.8,380590648.7,,,
266461072,220833136,221877409.1,221827772.7,0,216087880.6,,,
378178624,265530682,266512909.1,266547272.7,0,284590825.2,,,
339506848,159201000,159774681.8,159780409.1,19152551.65,129472630.5,,,
28224274,92349027,92692472.73,92696004.55,0,16445487.4,,,
60204252,102959182,103269409.1,103278954.5,111782882.7,49211695.7,,,
68659216,79483091,79497218.18,79163031.82,67910156.25,66946978.13,,,
86856088,147504000,147671045.5,147231000,322012054.4,68888465.25,,,
721715328,733432636,732242318.2,732501954.5,1147350342,188284724.4,,,
353005120,159644864,158827772.7,158842090.9,0,42077450.67,,,
413830624,154451182,153807818.2,153899454.5,263054870.6,53135689.39,,,
560540992,182403136,181574590.9,181536409.1,271685852.1,82704267.5,,,
32084674,60552450,60633013.64,60644468.18,73739532.47,19287152.44,,,
1426876032,433249091,431642590.9,431876454.5,874289672.9,250087160.6,,,
2407611648,697875818,695584909.1,696435409.1,1879146362,485012071.5,,,
22523554,44626623,44644472.73,44656977.27,42165309.91,17878310.76,,,
24261344,35479405,35489713.64,35496300,0,14601938.82,,,
981218240,279248455,277420500,277257272.7,602293457,137321093.8,,,
1378593280,750632591,746570045.5,746574818.2,285567382.8,223011955.2,,,
185149264,150139500,149252727.3,149235545.5,0,46352802.22,,,
1132633856,645447409,641103272.7,641303727.3,613146850.6,301996627.6,,,
1151927040,762117682,756559363.6,756600409.1,939566955.6,455078969.1,,,
411086592,220851273,219159818.2,219089181.8,0,167439331.4,,,
400229600,134069727,133719409.1,133632545.5,440251403.8,128587146.6,,,
247756624,160482955,160649045.5,160608000,0,110447827.1,,,
2355981568,1512735000,1514348182,1514023636,2936140137,1053203433,,,
416738240,258409773,258890863.6,258941454.5,62163532.26,164672782,,,
45125244,30618095,30559963.64,30573900,0,22269231.21,,,
104305648,94358918,94458477.27,94447881.82,239670669.6,43577950.7,,,
268508256,65147536,65215786.36,65230772.73,0,96761996.7,,,
1637750016,1048090909,1048969091,1048940455,417339263.9,665401107.2,,,
1872678144,1667715000,1675227273,1675065000,2702879395,888449391.6,,,
33689756,149121955,148526318.2,148582636.4,63728511.81,17267604.41,,,
117611760,68069209,67830000,67922304.55,27863803.86,73339352.28,,,
847167680,565777227,566967545.5,567234818.2,1097016113,241564233.8,,,
24137692,5307349,5297584.091,5319825,0,7367735.581,,,
1508378240,1455099545,1461848182,1461705000,700707824.7,483009250.8,,,
67526200,19353027,19301195.45,19334031.82,59112575.53,39641336.52,,,
140488624,27102409,27129231.82,27195763.64,216891662.6,46754608.04,,,
194174432,114231409,114360272.7,114403227.3,0,68669284.66,,,
140956592,148344955,147684409.1,147778909.1,84259559.63,53269351.23,,,
698893120,493275682,489897545.5,489912818.2,363338562,173967254.9,,,
301862976,135931091,134878227.3,134896363.6,356064910.9,75421044.82,,,
554360320,318212045,315145090.9,315199500,194214782.7,144142669.5,,,
51612448,23044827,22931331.82,22847618.18,0,9168486.174,,,
506272352,193597091,191721409.1,191721409.1,529405212.4,129632013.8,,,
259165568,159203864,157901863.6,157760590.9,0,62429642.95,,,
1155952640,663554182,656835136.4,656625136.4,1436901733,258002249.9,,,
76241528,22535386,22380463.64,22269736.36,0,12285215.89,,,
3047149312,1758883636,1743038182,1742875909,1685783569,934372381.9,,,
2541721344,1483869545,1473083182,1472730000,1597089600,1346660835,,,
45466832,32362432,32190422.73,31916086.36,83677520.75,20585473.42,,,
295198976,170535273,168666272.7,168609954.5,320187713.6,124797899.4,,,
675184448,302260636,299187954.5,299143090.9,540740600.6,333713528.1,,,
135359984,58084664,57884686.36,57756586.36,0,29387075.97,,,
382606016,252866727,250553863.6,250512818.2,1213011230,258697437.9,,,
1127564928,417059045,416582727.3,416136954.5,555049194.3,244860163.4,,,
1541097344,1033410000,1025678182,1025716364,625770324.7,1117779901,,,
475588768,122299227,122259136.4,122065363.6,269573120.1,53566167.66,,,
362339776,191920909,191618318.2,191457000,60013744.35,72026993.53,,,
537089472,210023864,210041045.5,209596227.3,317180267.3,146066610.9,,,
1945956864,1271511818,1265679545,1265650909,1195201172,913247857.7,,,
395320576,279151091,277785136.4,277751727.3,0,319596768.7,,,
406620032,378584182,377063590.9,377055954.5,268147918.7,219288852.7,,,
305415232,266675182,265873363.6,265836136.4,339258392.3,224376218.7,,,
362285696,219954000,218610954.5,218607136.4,0,308536722,,,
327747424,338578227,338199272.7,338177318.2,228452514.6,278844354.5,,,
16143938,29407923,29461568.18,29317909.09,0,9263214.926,,,
583915520,198311591,195979636.4,196012090.9,488275390.6,336631842.6,,,
121343336,41517095,40992572.73,40989422.73,0,23912280.44,,,
773752896,355393500,353331681.8,353154136.4,582183288.6,345496698.7,,,
821852224,207806455,203334409.1,203346818.2,68087173.46,156018493.1,,,
312711072,98156864,95927045.45,95932772.73,85459617.61,74592868.63,,,
105041808,33710727,33012477.27,33015245.45,0,26472906.41,,,
449403680,109539818,107094272.7,107101909.1,0,98659492.25,,,
180951616,66471586,65753481.82,65754054.55,0,59575100.6,,,
579932416,206292545,202298727.3,202305409.1,126092285.2,196374416.3,,,
929862272,246916091,243071181.8,243079772.7,164593643.2,251417479.9,,,
491969920,113106000,111982500,111979636.4,60191913.6,187411774.3,,,
141745296,51076009,49996704.55,50002336.36,81158958.44,40250881.06,,,
183097680,23398868,22956913.64,22964359.09,0,55522407.92,,,
117158456,14092909,13968818.18,13964904.55,44116924.29,57500134.7,,,
46590056,17906414,17845131.82,17829286.36,26281032.56,15708002.46,,,
265079952,47714005,46671354.55,46676509.09,120915344.2,56360114.55,,,
113985672,32671036,32460368.18,32430013.64,34027664.18,35385082.55,,,
377755808,59015536,58193481.82,58191000,0,109040666.7,,,
29989910,15256977,15172309.09,15179372.73,0,11466819.71,,,
49299296,14283150,14208218.18,14214422.73,12589236.26,18685912.99,,,
108493680,25881927,25697318.18,25700659.09,46934459.69,39452112.47,,,
83499024,16108623,15921150,15914659.09,0,37195670.55,,,
39610.15625,55769,55778.95909,55354.18636,0,,,,
30515.88867,0,0,0,0,,,,
116760800,25772823,25640331.82,25626777.27,0,14650140.22,,,
218748496,62671732,62340695.45,62345563.64,0,14010282.83,,,
18948940,4189147,4174637.727,4155403.636,0,3946514.372,,,
3919711,1958928,1950203.182,1948990.909,0,,,,
140645.7656,262557,262557.2727,258918.5455,0,0,,,
6608.80127,0,0,0,0,,,,
171192192,43513432,43308681.82,43226686.36,101084503.2,25183883.78,,,
471418048,217810091,216611181.8,216548181.8,365179229.7,51262714.36,,,
415359936,261089182,258927136.4,258877500,0,176976430.1,,,
26463218,5101864,5060494.091,5057716.364,0,10418173.1,,,
102256704,118091591,117117000,117086454.5,567645141.6,50707867.9,,,
5632555.5,1067258,1066666.364,1065435,0,0,,,
219470192,136729091,136838863.6,136740545.5,486214416.5,76316557.18,,,
55700240,46751632,46801745.45,46794777.27,0,18109919.07,,,
41113188,413960,413959.6364,408574.0909,0,12349747.59,,,
456557248,211473818,211861363.6,211806000,802113830.6,196773831.1,,,
76242848,82429868,82531050,82515109.09,0,27709412.63,,,
26435434,10796673,10820345.45,10815000,0,8723482.675,,,
181078048,143746909,144366409.1,144328227.3,0,67190835.89,,,
155244848,193596136,194042863.6,194037136.4,559838745.1,47984146.56,,,
156396112,124159636,124307590.9,124315227.3,0,29897644.41,,,
1666958.25,46684,46683.66818,46866.94091,0,,,,
236392512,131396045,130685863.6,130688727.3,0,57707200.04,,,
183238608,65037955,64684009.09,64684009.09,0,49404475.33,,,
90883816,25653791,25515477.27,25514331.82,0,27964038.64,,,
20955.24609,44657,44656.69091,44697.45,0,0,,,
18052136,1474257,1474257.273,1448160,0,5873347.35,,,
110257080,77860268,77146840.91,77094340.91,0,40424223.35,,,
35933152,14155145,14091859.09,14060072.73,0,5628183.594,,,
404519616,174716182,172953136.4,172778454.5,0,76803514.04,,,
56618768,22311355,22071000,22057922.73,0,13202215.84,,,
17688220,9375612,9286581.818,9284090.455,0,11493707.36,,,
74917560,48338277,47877327.27,47873509.09,0,47326232.7,,,
11929204,3744739,3710098.636,3708924.545,0,,,,
239469376,99766227,99287045.45,99277500,435928863.5,218445525.8,,,
106471000,138896864,138596181.8,138599045.5,0,90412825.46,,,
284106.75,1480901,1479230.455,1479240,0,,,,
84254144,36881059,36841063.64,36835145.45,0,114291502.7,,,
8121680.5,15188155,15171259.09,15169827.27,0,14586058.73,,,
40079004,50713664,50611431.82,50610859.09,147645874,37463935.5,,,
170753088,21304309,21207136.36,21182890.91,0,58287499.91,,,
620203712,423465000,422058954.5,421467136.4,651154907.2,236630165.5,,,
100268152,34900950,34917940.91,34869736.36,0,26385534.7,,,
220338.7656,13304,13303.69091,13029.35455,0,,,,
205726.4375,38141,38140.96364,37275.57273,0,,,,
173274864,34389027,34409836.36,34354854.55,0,25592765.9,,,
17471478,2928087,2929452.273,2911783.636,0,3415778.182,,,
6640481,2446681,2421634.091,2417004.545,0,,,,
134650624,77914295,77186836.36,76921759.09,109894012.5,24986859.6,,,
213830384,80679900,80059350,79783581.82,101611335.8,22078052.78,,,
273704928,91615268,91114800,91086259.09,0,56358002.22,,,
428676224,196766182,196161000,196064590.9,383529357.9,189920704,,,
13276139,487429,486661.6364,488526.8182,0,1691060.648,,,
180077.1719,1019,1018.662273,1018.223182,0,,,,
17127274,944510,942830.3182,942637.5,96432922.36,8114794.827,,,
124168768,34586332,34513404.55,34533831.82,98953353.88,45413623.57,,,
406943712,291825545,291627000,291663272.7,894471557.6,253600188.6,,,
5294639,1259866,1260295.909,1259790,0,144437.0682,,,
1404413,11696618,11701963.64,11703204.55,0,1063592.12,,,
69611760,76385018,76478563.64,76304072.73,88353088.38,31960931.93,,,
99102896,5977278,5977277.727,5750678.182,0,24607968.18,,,
6816866,4583126,4583011.364,4418829.545,0,18444631.05,,,
45167764,26089445,26118368.18,26045822.73,102575386,38706055.57,,,
34092756,21777859,21850309.09,21844390.91,0,35458106.99,,,
532720128,230538000,231366545.5,231324545.5,689478210.4,182768374.8,,,
133918928,12853814,12893045.45,12886936.36,0,43204797.11,,,
543653952,349435227,351134318.2,351108545.5,0,269719502,,,
4425033.5,2622518,2632225.909,2630383.636,0,0,,,
4254061.5,1922264,1929222.273,1926645,0,,,,
177876096,109395682,109805181.8,109765090.9,1064551880,112480399.3,,,
433499744,253806000,254906590.9,254886545.5,0,204323048.8,,,
86039328,43414732,43633036.36,43645731.82,372886688.2,46264465.54,,,
6697875,5606141,5625565.909,5628286.364,0,12115125.05,,,
8264599,31043727,31148345.45,31148727.27,0,10255383.16,,,
1817907.5,13685223,13731040.91,13729990.91,0,1164626.953,,,
,0,0,0,0,,,,
