OBJECTID_1,OBJECTID,BasinID,AREA,PERCENTAGE,Unnamed: 0,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080
123,39695,33059,9.953696172854164,891.2973269791395,33038,46037485614.64754,46373742349.83673,46706886883.29637,47170922450.19537,46925014466.76391,46730879995.592354,45861610738.97788,45101703331.84186,44719167903.54842,44508941970.982895,44581129380.19167,44744354288.24989,44306707889.34848,44215709535.11877,43878789982.1842,43858912454.73088,43669799591.9613,43138191038.19225,43016976642.53423,42881641216.42587,43172041462.91488,43108588601.36363,43013152526.92207,42932955810.38315,43262227716.04976,43476342961.75912,43188421509.36518,43464531976.923645,44131455838.62546,44615064636.24378,44443957235.200066,44231088366.06207,43717959915.68683,43572445249.06632,43836060827.068085,44524968964.81379,44313978036.523705,44394998037.85499,44972667443.204285,44882871801.03421,44786976755.84863,44479727884.37267,44908613963.84558,44714421982.47554,44639245984.57689,44447595565.13334,44220346212.29389,44371474031.615425,44602400418.43018,44692314741.04268,44650300627.17933,44776629688.97872,44575213340.450134,44737618983.300804,44783322371.324005,44491053268.47472,43880677467.03841,44107705822.25365,44254234295.69761,44628383158.53675,44427653730.18571,44552418970.00387,44706344168.84792,44544358746.75091,44914332034.343285,45040360711.31181,44820384120.70671,44976744362.59454,45253506549.70236,44853325753.83908,44772708151.251396,44549863943.745415,44536421779.98469,44846881427.87009,45710390523.8765,45948283839.86926,46565318592.167175,47156677815.18059,46977833264.18234,46842951506.27119,46387292833.71121,46921491092.971115,46885551061.45261,46969044847.15682,47518377622.331154,47699081460.5103,47460737283.24664,47889291717.75977,47563728034.32826,47014692610.925606,177411236191.6008
124,594403,496786,26.4781302177154,9835.439084358579,496664,569151731188.704,569524895505.1042,566631779882.148,568231829485.6108,573290524920.48,576269357906.0745,574359912165.4998,572418726025.7982,573902108147.749,577003797063.719,575638472272.0187,577927410586.203,581940365491.0693,583037432001.0369,583876882226.4689,581907333030.2505,584546929070.5872,586470328239.0698,587051333650.0135,587896344859.7299,587026599483.7168,587646706650.7542,587838342115.6298,589122281664.945,590788699345.001,588745223148.8599,588840610947.3119,591936585946.7008,595766578370.8694,597133334779.293,598954670373.4379,600949986138.9672,599450711175.6514,599062031912.9968,599174506930.368,599079855460.7179,601645049350.0684,603966194737.1626,601612994002.8772,601925482351.8326,603696452588.01,604642400917.3573,606445579067.5353,604696316419.8229,601954698132.7788,600452133923.6982,602200372447.1606,606010425300.622,603359707827.8145,602730379054.5087,602592020528.5573,602910717905.6799,605362265764.0859,605430460029.5521,605778028639.5306,609304784212.8977,613326611791.0631,612243741349.1119,609490692076.2412,612606691503.0345,615852649654.6873,615822812601.3152,615327231891.0514,613846853437.3241,616894844908.3678,622977242672.0973,623844097285.7408,625408611544.0436,624816699459.86,627574305572.1968,630402167297.486,634916296994.5272,635682158151.2866,634508090412.7484,637944113901.4675,640579331213.9176,640902269565.2942,641648040432.1313,643277657607.5376,645593989114.7302,647335581710.1082,646838038838.205,650280019906.2076,653543571986.2396,658624735468.749,659516246279.6107,658090596275.1625,659921756183.3665,659130592676.7212,659050047063.0541,1193046857050.7354
125,168640,141066,72.07764794686794,8892.085861155167,140961,21006832980.057602,21477959857.780296,21810492420.949875,21868213476.530464,21307173932.832394,20955890986.679226,20534388371.28553,20393600914.239742,20139416472.973583,19866703410.58904,19595418833.02053,19536855423.51305,19562345127.318737,19176908798.820267,19149391164.009842,18612439409.128685,18357085166.07615,18074870301.88968,17899585933.413383,18051987695.147827,17721971865.70273,17447594361.352066,16934031002.997843,16967832610.326622,16726403068.660757,16632056887.37938,16882310217.172483,17038097673.547705,17598120005.288227,17588954442.865685,18053492539.88021,18143806826.301327,17968374411.5411,18097345082.04416,18142884519.04522,18253300487.80158,18327709037.393574,18533506221.400066,18928249279.886436,19217144621.54632,19359571336.40839,19049899282.83702,18729483433.830112,18892506721.42992,18336540149.69595,18255816319.84705,18643656424.124855,18380320062.88874,18289271729.9241,18133462040.57678,18081400851.31596,17801470559.011406,17679134415.074635,17578186890.85269,17248908303.619373,17068786026.55929,17219364832.831085,16999781099.118298,16675459568.45521,16280608937.97466,16073081947.843388,15619498183.082817,15520977622.785627,15530210473.657587,15742916836.796398,16118440479.852007,16173161084.197325,15576599722.024982,15564926284.36192,15166913130.689735,14775070881.524118,15009530831.309458,15032121128.26927,14751988197.904953,14958956344.16035,15308301433.72626,15498461031.277409,15115372049.505919,15070298569.574759,15117024777.54794,15164974205.838194,15288343252.165888,15142258689.225336,15246712481.794498,15195876238.86237,14752306060.409853,14531925842.455627,14339300731.187565,14313906565.84588,14270864055.931894,53233643404.084274
126,178168,142444,100.45669774021962,4790.328061918016,142368,65410255225.20954,65474845795.69092,65531451383.93362,66352806500.74491,66713262908.50818,66861490857.855934,66769258009.22618,67002982479.8812,67490802215.84168,68201342139.934364,68615714991.0899,68488298520.74903,69182453516.50761,69482357117.28835,71386761607.935,71256987585.74554,71932234345.42595,72129557664.24171,72524062442.22943,72372352487.44785,72952521754.58777,72343042436.34592,72994860857.18745,73088814630.03578,74935447914.00752,76871815776.13351,77454573710.59583,78846147722.91306,79466810414.30936,79635590267.7625,79793070763.10596,78911950914.56688,78807929816.08789,79047251734.37473,79088905309.09235,78123503676.09364,77644047676.50417,77217510040.13533,78775692591.15721,80025885205.42241,79848743850.05032,80136934548.59398,80607542369.1719,80199333718.91893,81040936319.1224,81989090601.99681,81752885382.4943,82323461180.78865,82238842750.50407,82549941733.90749,83231236574.69994,84392838787.25497,85322336764.46643,85739302513.40028,86035137572.8429,86990358571.11739,88328000083.38837,90216876315.96751,92716935059.48863,93218523608.51207,92864580834.1741,93534946019.30426,93483503184.65553,94028167802.7237,96036358989.08759,95847739938.14362,94272841391.85114,94104131035.40753,94426274593.3672,94579822294.6165,95078941707.27907,95698747493.88098,94813407458.36464,94533396166.51155,94752770621.76718,95511714424.38828,95983342688.24162,95258140816.3297,95097617669.77759,93269431962.62064,92770942993.67729,93750645226.00224,93831732399.00566,94740710423.20389,95345752098.84882,95558089570.9431,96715063634.80688,97349018953.21104,98704826910.50656,98734303361.32271,177061782831.82156
127,122224,101921,74.45470815473735,6747.427435705535,101833,508874630663.13776,509485059084.01624,509223688315.2603,513187400692.0563,512844186060.31604,516131296574.1532,515546107841.11584,514056393549.13336,513617536911.72424,511864222612.61633,509311297755.84686,506124991933.37384,507731029055.91943,507963885203.0448,510398543377.1494,510511643475.26245,515509307777.97,515286257333.7858,513971538265.7266,511724838825.4389,511183237961.7235,508833319867.7527,508806211957.115,508693100831.33264,507954956024.1506,510208962499.5689,507979169895.2879,509756054350.0608,510405129914.2891,509433740782.46136,509825236486.95245,509975302429.5839,509469110930.53375,508300878588.7584,508689596830.7293,507479352612.7218,506256764506.2171,502534550482.5436,506220942997.4417,508698044309.84204,509723084919.13855,511952206552.116,514450747419.33496,514258745374.7989,515515987800.2411,520172961375.0405,520255360949.3432,522302183979.3693,522919926930.1903,525357614117.8578,526657317444.63574,528442050735.7245,531018790666.17957,531587232765.3133,531114430997.4449,530756714272.99316,534335820290.7019,537690840188.15765,542427279080.6941,543933199763.6812,544164356311.51636,545396764846.6871,544649727578.2342,544010908750.1745,546805481627.66364,546642261225.65576,542499521302.11084,543586468373.1731,545273166315.8018,543366080697.19714,542876367747.4682,544909819989.423,544776448075.3064,544965151373.70233,547295975862.47034,550416219576.0435,553634869208.7988,551337142545.8615,551706151700.3181,548114816596.1192,547625187149.97766,548684376051.1294,547556622840.391,549904504372.346,551215325721.7559,549267360915.5724,550377199006.4464,550661025736.8131,552533964502.044,551837755029.912,797354239240.3634
128,368819,318755,10.649789911061601,2248.033529893791,318727,177675998737.84967,177600588972.40842,177833471846.98154,179274651822.69263,180684664478.56003,181533678951.89932,181150182371.72443,180968284388.08176,180963106692.4938,180566679698.87988,180617836607.169,180444397523.41183,180148622182.8359,179529987632.6939,178666318202.43576,178225031835.0839,177408553213.08612,177623858669.52863,177327056031.51672,175657882879.06244,174033180182.86514,172815618243.7186,172959231262.81992,173311855347.31656,172112669193.47876,170573198724.60986,169386534993.20572,171796819847.92786,172010698576.2777,171129725619.41098,171652760072.09995,171219765251.67792,170459271941.7138,170231995856.38583,170800470435.85178,170071937786.1112,169622054982.6277,169830762003.95047,170863277815.26642,171904510083.73486,172792716507.80164,173489669859.239,174777256250.0896,175183316283.44342,173961792148.91434,173893852713.6291,173709256908.06927,173148576421.48615,170695489136.2857,170143592294.56006,169732019130.77628,168490703699.1609,168670393548.56708,169389783076.6856,168560109974.50897,167117487406.6527,168613498342.43317,169599273449.8072,169615453097.73163,168203806098.6023,167624930249.15222,168106563501.70374,168232111948.20563,167668124421.6018,167863115463.90564,168674881633.117,169334684353.51822,170654693538.24045,170673302632.9143,170845616090.6517,171398294620.02368,173012402672.65616,173418554679.091,173374823749.72043,171753774712.57327,173143682100.40305,174032823591.43967,173142933345.00415,172755889767.13986,173128618233.71835,172614277972.46863,171576799578.45444,170294801353.50568,169140478645.17755,169130867676.76877,167353445020.99896,166304859180.35376,165982145754.55786,164193455032.97372,163992310487.4038,211601704298.20056
129,156312,133621,4.591346405166322,937.6858295421747,133605,12278437571.14756,12241327387.704369,12408316087.122135,12558751096.337702,12636044491.609058,12621478773.640736,12567412134.392088,12467500032.00339,12466554501.380724,12393668538.616673,12361878775.563532,12303533924.721266,12432120863.877558,12536525807.697376,12819359766.96254,12741551896.099594,12739277004.483782,12706569131.27418,12641921998.037418,12613707362.977907,12722215046.2991,12723599591.773022,12762358062.7754,12705225812.349731,12529245636.325764,12531110299.559635,12600546659.854937,12704828089.932215,12834303824.232025,12889415121.326326,12971968323.89979,12967883222.81483,12947473460.40907,12913212511.170553,12848861446.344267,12679503855.118692,12792209202.018944,12695184575.752499,12653026785.233038,12709371605.972597,12833875719.057161,12795732851.008018,12772598782.706018,12717767380.012133,12706793887.595951,12847722766.294144,12861087050.700644,12928463515.370132,12946663567.212107,12934492160.185156,12965173016.978682,12896488239.893936,12911435247.32437,12857220111.391935,12816453484.569847,12800836237.358469,12783878785.853096,12771284465.507818,12807202459.7873,12786719523.926231,12867535097.399815,12769435334.721586,12796418891.9919,12792695361.080254,12772859198.691088,12750559218.114056,12751140394.594307,12689822629.66672,12763979378.561428,12731161946.929174,12701103595.208345,12657152823.038101,12635441900.351276,12570562252.399038,12752735511.253942,12766060838.064804,12831564061.29354,12819335811.006124,12939922621.917704,13055749558.551956,13113518414.791855,13058831659.090712,13137341371.147331,13166021437.407358,13223920340.197317,13215175752.207855,13303583114.182953,13352141332.931143,13328169200.896322,13141639705.726528,39341779120.96553
130,889062,756450,82.74219179123808,8581.886905149298,756344,253463294898.78976,252943195951.0585,252512604841.5281,252901640736.65756,252896325951.19226,252553432679.18445,252204217942.48282,252544522244.52087,252205731126.41498,252567711750.98206,252823747388.60242,251846808705.5468,250457613740.87354,250308793842.52765,251411227790.994,251291103967.621,251479717722.3106,253269571973.50842,252506010968.93408,252780235997.23666,252158896404.87634,253462963193.1503,254430145629.7724,254891068414.21353,255106585524.1977,255412734396.19327,255856852002.79288,257117852997.9102,258857834257.60632,259179885068.1652,260392076060.05273,259144094173.9534,260406530511.98398,262072211167.00632,263120699220.38824,262558888438.455,263057122058.46393,264792273348.9827,265000605022.01752,265813338294.8745,266202863036.93417,267047314533.5161,266741377210.01547,267664397840.1169,267465918609.75952,267763839499.45212,268791934680.96545,269370457527.1402,269347262579.35,269206222617.00778,269732977246.66443,269438862994.84082,270944748664.02847,271089429379.55698,270463939275.8628,270775399571.1475,270573335824.65012,270683307542.75885,269775260601.22766,269898880182.64093,271509758408.27438,271439818293.65802,271397908217.11234,272304933290.3036,272210146547.512,274810372201.21323,276689690256.75543,277181720977.04364,277786564526.1658,277976538941.5088,278416919442.093,279062418334.7805,279984174321.03467,280882779323.3101,279665003470.2572,280260213540.0512,280924455893.4549,281920280886.6689,282433257564.18695,282711397755.13965,283184465355.1805,282010807444.1568,283061463960.31213,283059959927.9295,282943811985.8725,284261637295.88367,282702929260.22473,282349350458.2893,282884508693.555,282950801586.8705,433045414668.88196
131,85313,73382,13.527846878103924,495.3528266833431,73370,88564274780.77196,88529042538.8593,88500958483.13466,89637430390.66452,89513270478.38875,90435219891.10281,90041876332.7969,89601589571.45444,89987920514.8327,89910777115.31218,90303794619.2736,90338868863.76288,90852549260.4984,90974773055.03914,91260247034.38403,90688365227.02722,90771454276.20122,91382137160.4227,91219861301.43147,91280222088.41441,91678362241.82794,91346474456.63307,91167742960.94727,91071796925.70993,90548313590.44624,90998322765.1639,90392502037.02922,90654702202.87794,91036735264.20496,90642566679.43703,91507346880.84285,91185664000.79251,91230941141.12347,91355272540.68378,92115514749.33867,92437126781.58176,92773850723.87476,93234493338.6258,93047549270.37035,92857702139.82353,93204422507.7474,92895436855.40697,93609182481.61313,93838133453.30408,94586274421.30643,94389030894.70312,94583631315.18813,95069630334.78448,94654718335.55339,94901268087.3274,95190989424.79852,94715318009.49342,94507827744.4354,94241261778.63896,94348548731.8346,93938161374.55826,93833188425.79793,93553408738.95856,92712122621.60167,92892023064.45549,93201651788.82748,92802084939.79517,92812784622.02583,92435308026.79323,92603254965.39935,92764935517.46538,93053111811.31787,93934084460.51968,93943782743.67651,93812431343.30537,93727139370.35416,94588969716.06833,95135773523.22221,95570986480.52359,96499711204.80888,96602291352.79013,97572595700.60213,97742353886.03157,98339948237.5914,99105054069.8363,99462790069.77501,100113468758.40811,100433401832.75188,100303898604.52788,100636279509.02184,101052673159.35262,101326768712.91003,101357654439.0305,100647568089.56009,100413502947.3172,378726920283.7015
133,1599039,1394101,28.13554088641793,10334.808077054196,1393993,272249308303.93967,273366265256.34607,273567326763.94278,274114002730.27124,274590864670.42648,274829510534.06982,274960272408.3366,275231610275.5125,275362202947.19025,275563032775.0124,275412504248.32135,274284540616.5927,273692248776.89383,273838708149.73697,273284068973.90204,273523810708.69818,274022998182.89502,274311780156.17288,273438348303.5281,273101078603.21448,273126126818.2469,272576061601.09808,272480686289.60468,272737031342.39505,272219831841.92236,272531511921.8785,271807467779.4316,271300728407.61212,271088160804.3967,271616306761.2831,272971060068.27682,274070936305.52844,275298980268.0418,275816472436.1189,275576435226.82275,275684188525.9077,274463666883.0348,274544981020.87054,274756919832.72284,275744756472.4215,275215099162.2637,276124938027.12103,276864420334.5088,276788868218.3663,275990793680.3395,276596132823.8714,275854979727.0462,276735131943.2875,277126547023.7771,276868081661.1315,277277442328.6394,276631976918.7544,275872967710.46045,276205879585.6309,276496649931.3595,276898784776.3484,277742719056.64685,278529596788.79504,278796658560.7781,279562774698.8725,279968195362.46014,280552599422.21326,280710985997.33826,279898955282.93054,279826393441.4054,280992561339.7585,280831916321.3359,281579043982.93616,281706436811.2132,281503384603.2006,281698581865.18677,280974358049.3129,281071940867.2206,281319473039.7433,280648697925.2352,279936259807.08997,279201557777.93335,278687136402.7735,278124025860.36523,278059446076.44965,277058141435.09973,277238607893.09753,277412687848.14294,276475300311.8565,277380008471.78723,277482051212.66345,277927414012.7206,278504467571.50903,278360157429.652,278339594100.0012,289339850317.37646
134,677721,577254,26.859527792084098,5806.998180812317,577185,1971879190.632007,1993356067.2044392,2025233703.1796145,2022916068.2271738,2018697974.9371157,2012004631.6120212,2076336107.752097,2127163084.531454,2154588618.4846034,2173361438.2676334,2175684017.591317,2157265330.9401307,2221508193.4306164,2278968718.0201397,2319015416.987968,2350104881.3595057,2379179247.390085,2348471617.94966,2357525555.3397427,2349134916.351797,2373599155.798743,2369571587.635643,2342647324.5689616,2332088564.7131767,2341436608.841225,2363171863.8260326,2333076547.318614,2305890910.3099604,2260868348.3235345,2229961458.7564316,2222096762.001434,2185147766.4104815,2207854341.104729,2153040006.1358757,2068118249.458619,2025627919.53301,2028117833.577445,2002940700.4965327,2040978826.7171566,2083550326.985093,2049489541.2319143,2003442480.394836,1987713203.2043433,2000512769.9804428,2051165959.9922788,2073998964.521883,2063081492.3606546,2094857544.2074304,2081385133.8250582,2081002807.937277,2076660621.562215,2116851225.574723,2156803986.896474,2138557966.1621144,2144296389.785157,2212115143.711787,2251701217.3778915,2242192528.9491816,2251783628.640964,2264820763.1115026,2206581170.760042,2227639967.2799153,2254216224.065279,2266991985.1474047,2261368395.3213615,2198007968.2314134,2183267309.1548676,2209691645.593801,2217040797.1482644,2225731393.7267866,2235257630.026479,2231715396.345909,2217710009.254999,2185096138.2091994,2161921359.601529,2166405200.5044703,2107473845.858313,2090618289.296465,2061283108.957017,2032599340.6093552,2004207586.0529685,1997890219.9233718,1962204053.7139456,1950620179.8201573,1940778348.5888894,1959522937.442613,2019493257.5254889,2047160350.407853,2050026948.9281037,2056944767.4618373,3044137220.5765934
135,677850,580143,81.56355566200631,6737.96507660169,580051,55022214230.6596,54826122542.36976,54692258204.78019,54278261471.074585,53938871806.6385,53278657986.53725,53360588395.758545,54890082383.63516,54906073597.28578,54561053363.84955,54681327232.332016,54926968951.67271,54352859042.87664,53801315768.33936,53860706136.42704,53281192669.17496,53807332466.98395,52928703789.791885,52678115928.150925,52587124595.98929,53022013462.57342,53457315978.48052,53051383906.71939,52627214272.28247,52950507106.94714,53376574048.97978,53188988012.24799,53858320337.98082,52770092013.695885,53615093314.53735,54326104377.7689,53871235381.803474,53465039470.232796,53347722269.845375,53428100615.52519,53046990835.34299,54102012688.13133,54490540181.907036,55249274659.10317,56503163996.29935,56381052692.88574,56059239135.5764,56798514197.27086,58245739482.65073,59234293320.32102,59722658355.7342,59313243834.65496,59441078024.45859,59111225565.71913,59601796021.038994,59442615463.01561,59790777929.62462,60424430683.02127,60791226324.83955,61078609380.42884,61266094861.48308,62748079719.24726,63031847470.90391,63171289576.83151,63003925666.64711,62431625745.97837,62688638336.05569,62568225067.142006,62359552592.82329,61843871391.16845,61312176599.09603,60720580498.20496,61973029127.84729,61721811779.57722,61435915028.91488,60813125649.550026,60180946152.492096,59943221592.21814,59784598056.50605,60245962849.620384,60316935595.14626,59800032846.301605,59065101755.647156,58207961035.33575,57304751018.36312,57114130857.23381,56724183811.7592,57147114217.88513,57582122968.76454,57032073294.64015,56548677808.28019,56732481414.20571,57495705462.07417,56786898987.21719,57013538388.49084,116255135156.65143
136,493680,428098,6.003948809843692,2973.503688844403,428062,111587991338.86588,111895361514.08997,112748013305.58165,113574782250.63689,114732436490.3255,115632980762.46048,115540960069.28136,115837405877.66948,116865985415.23732,116947809890.72404,116736221141.69609,117284838204.74393,118106610118.74104,117425419903.37976,116847288617.9879,116367687817.25238,116688526419.24188,117719489570.56204,118575705974.05663,118715989036.70914,118242043862.26553,117728610165.56137,117912586725.75362,118109069615.51164,118010554600.56935,117079603530.5814,116161302115.91461,118150183598.17197,117674268493.13191,117130522206.94518,117506806696.98398,117568720253.552,117098213607.45015,117531725155.83609,118208797358.99924,117772043970.1507,117730699025.7455,117961318758.90361,117886935643.40111,117737587329.4676,117690629156.58493,118653966970.24455,118820252966.73624,118849994393.77959,117941633934.66362,117967470163.55038,119342105130.10118,119002677512.94032,117308270199.73647,118033974071.26479,118467475352.33098,117754967403.78273,118483042856.83891,119087608155.71353,118531044075.43805,118240143004.2375,118484731235.77196,119066396912.26437,119166965050.30643,118671171197.31573,118745533314.65697,119061236674.58932,119155576790.41898,119316113204.9054,119938907002.58582,120358805906.92773,120688771687.47299,120365195513.00415,120689653352.38766,120520743795.57141,120698804713.58522,120890685388.9939,121216072589.72797,120765145883.21724,120374357723.96669,121103926269.24266,122167540403.9424,122660420716.97925,122848421337.2125,122811111850.91261,123098398295.28769,123009637092.41374,122848926292.52591,122311695428.4641,122657181164.79308,121521829081.65935,121358525092.83081,121920002434.29291,121321712536.51605,121589878938.89966,260735599340.66888
137,2784668,2436198,106.2823630824018,14529.942101723365,2436025,942664431429.4034,939459251248.3938,942175354741.4592,950986576079.1799,955188911610.0835,956733165042.7334,948414083206.454,947896366297.7811,955299785120.4451,958489396921.5984,952792721090.431,950989437934.5687,951439921038.7155,957113175693.914,955413188196.5062,952685041599.6489,951309226960.4053,956603189017.185,962758809495.1051,958125327019.7273,953979994049.612,951696343448.8276,954176396460.5166,952621485942.8453,948985615657.1987,943705688475.6561,942193585060.0817,950211310140.852,954633022320.3206,949510429708.2521,945058278863.29,945963886566.1698,945432571761.4626,949798910922.6735,952723315855.9229,955855208070.3473,955205875444.668,958804957397.5232,963799041726.828,962037183456.5266,961433380301.8271,962854132261.0092,965000559571.7755,965949857847.4326,966021587520.149,961440142863.4926,967374848669.3676,972305087152.6278,972185995996.4504,969759242406.7982,972036827432.6211,977447543184.6394,982017635042.1385,986111776848.753,982540029609.501,983759109248.984,995852382068.8038,1003065078814.1398,1003252329781.8423,1002958346149.93,1006790581851.3597,1008394833158.9882,1012687021321.4376,1010997744821.4818,1014510823583.6748,1026140868999.08,1031040682568.7131,1030912650077.5319,1038338906421.7063,1032929250122.439,1027510202617.4757,1029995233665.6647,1034496727554.9641,1030641706738.6158,1034469615767.5189,1034387352375.1819,1031267692945.0865,1018778665644.4199,1021531760793.5997,1023137030950.7255,1029023605933.2605,1029317602007.8634,1036120380554.7216,1038977365648.595,1042527412100.7526,1042915128892.3275,1042152087435.0829,1046929491349.5618,1057137272231.2053,1057909732408.0948,1647456461964.4084
138,361215,305394,23.539879601801445,6569.556510789033,305325,279161083710.5017,278409556753.1674,276938087110.39856,277171193196.8608,279913251245.711,283640858092.4763,280613129793.8102,277466717533.818,279706741869.8524,283509910789.705,284093676719.25464,284203348251.84045,288627510073.5186,289675683757.7258,290001440967.84045,290941730219.33295,293973493867.6295,297606398213.3782,298427892723.079,302363767218.07825,301650342519.6331,299132609656.85834,301425107530.51495,304095548194.92175,305367616584.5509,303944670824.8674,300450745523.4339,301277553652.8088,306668848553.6072,304972782093.7186,302467647983.86865,303218113286.5695,304190906702.2087,303119636836.72675,307835574046.5175,309982173063.01117,308748346021.3454,305631037669.42554,304945973818.24713,305042793021.8044,307088637350.2364,310574816044.892,315279796565.23315,315850649693.48846,313799449404.0423,313122545073.8806,314436181337.7092,318249430056.0371,320697532725.4345,318655084586.7278,320120576734.9394,322431308949.9361,323576883944.5818,324544430661.34717,325356559422.9568,322684193110.90735,323202774144.13007,324445058975.5002,326613428953.74036,329957244243.3011,332663225502.56946,332133801892.548,334251135276.0236,334244254073.2493,333554385415.5307,337992621579.97327,340413890939.191,342358706054.78613,345353069215.05084,346545335853.3722,345994746372.6977,347639394172.55493,349912126740.7819,351109943932.9176,352379404526.2846,353755815388.3819,357074702754.23596,359681879278.102,362360481379.50244,365735396734.55096,364211280060.33777,364453904984.14954,364329445806.1647,364672784175.1484,365883218899.9592,369488799719.73615,368573514009.7279,370331786751.70013,371714728369.1157,370480714215.08026,378118459872.63605
140,614767,521298,37.30340281895402,10574.941331783775,521183,787054340469.0427,783486789671.3394,785285176932.4331,780411617624.1517,786738531830.4998,787694106943.6425,787133800725.0107,789595475114.4558,792726626743.1866,793492759066.8146,793010801732.4578,791966556036.3645,791152888848.6248,795818054965.1211,797768345267.5701,798119145723.3123,799441175583.6272,804137768676.603,805722976491.8601,807860290611.0881,808811413910.3998,806026743070.8539,806135173351.6885,807470947544.4036,813478982553.2404,810723191623.1392,808814937006.1384,808971151236.6632,809844204398.3616,809410233325.5911,812571137058.1501,817427090806.0326,816241740412.516,820227916351.8192,821142639847.9006,822178924680.4878,823338445566.5581,821064456339.3171,821085912992.665,828552139002.9073,831405145719.5156,833184957007.2336,836296020235.2992,840596011124.192,839030958203.5784,834854426977.3364,839157094277.7267,841128066001.3916,845876407907.5231,850765937257.9038,854643019224.1885,852900022251.7817,851960358671.07,858124107681.0975,858489362667.0696,859916048481.0072,864838959369.0181,866006984469.242,868319523365.1562,870906176096.8336,867673282627.9197,869353635362.3071,872499101639.3152,874472590719.613,878855489076.5825,884563325941.9695,891665947581.7278,892357954040.6434,892384952397.8665,891953203992.5383,890617339996.2528,892250437919.8273,896240777250.9534,901079073693.159,902379969266.1375,906988408851.1335,907379596524.5581,905958611622.1438,907095506087.8853,910205898857.9684,912156921843.7719,914431019444.4146,920277018662.1564,919867550840.6262,924635410328.6167,923420447054.4111,924912633136.5449,925738556319.5776,927088468625.9517,932518891647.064,1236838937795.9602
141,432454,367320,41.06282262354332,3309.1053619675686,367275,55525680334.82987,55765133337.30509,55472446447.39905,55784087340.74079,55609784921.386375,55935571739.78218,55563006424.51984,55164241191.05826,55497562921.13926,55949652124.935036,55198869230.4583,54922205619.38985,55345629830.34756,55637165501.37488,55242754944.4012,55014616804.44545,55567995704.10831,54936095557.81287,54999415607.70196,54057047102.77141,53899960444.683525,53704467603.199,53558619758.93477,53591452661.523155,52995966479.676834,52688815689.17871,52606420845.88733,53239568712.456154,53280053707.93931,53487246146.273575,53078752809.461525,52964394075.704025,53290577173.734795,53090207242.40198,52778868962.24634,52929076199.11775,53039962084.017265,51756061786.620834,51424380913.90004,50861880192.427444,51252549334.33409,51333083840.8078,51632454960.4984,51715917096.72573,52268891322.31464,52570148779.61687,53246237704.89734,53429100567.5206,53345732149.41097,53303001568.56185,53049986202.760994,52717497665.34078,53075893147.13062,52634772107.67453,52360813592.20062,51924916731.81239,51890423271.99422,51773739696.84992,52577384957.57257,52616230165.46757,52750445993.31558,52992219227.751686,53180756129.03739,53009001394.04236,52768707102.66018,51325437601.87509,51571221594.060295,50224467794.36338,50468692237.21831,50780079947.69453,50820183516.52818,50626707639.90821,50171070162.911026,49948573127.8864,50441223474.459854,50992575129.42559,51648383865.24648,51805398650.65612,52969386795.503586,53340375087.32953,53403869225.545364,54029917483.052505,54061334314.11326,54227732331.83503,54288336792.01412,54477331914.09255,55908918468.312126,55662536756.44936,56389977839.486626,56246367846.799034,111070102959.75316
142,171085,140353,12.833738024644825,3563.136544833792,140312,59480277043.36204,59098786923.74446,58927903723.2347,58310656889.726746,57926511299.12938,57602442961.09427,57698277330.88545,57919750376.924164,57752803457.56853,57992541800.70962,58504374951.22001,58751573367.17801,59938242963.72697,60167551649.37613,60941893489.98094,61352067556.988625,61275850345.9794,61467924621.94361,61817291489.2428,61763745610.449234,61300464903.78339,61826473249.54707,62014591887.026375,62132313117.288506,62415089653.83614,62910934616.82774,62927233704.31006,62681082240.57513,62518627934.49118,62898343174.59773,62848948371.79789,62299339841.423904,62190932673.18765,61567752726.805305,61791025957.117256,61542667224.712875,62221878540.636986,62363198621.36174,62012907108.34578,61965091091.36391,61788263209.58535,62194320157.16747,61554475141.51288,61771328700.80769,62075876288.97129,61837101240.68212,61494109773.347855,61568710360.76523,61827007142.8266,61529694897.526,61792443610.95004,61680987428.09805,61481981726.07403,61944961811.66541,62015640246.32314,61269569943.575066,60941750950.418396,59824111780.74266,59785577280.006256,60059205267.52554,59923967138.53938,60358297054.4831,59891308241.73742,60240947132.48047,60527297247.28757,59857467403.91884,59703050277.62075,60371949894.7838,59606048418.6445,59687251440.71485,59469944118.4619,59369791654.912964,59573404326.54267,60318395950.99798,60158583503.719,60635216785.79746,60963910274.32472,61266962501.98035,61657754070.96741,61371680268.57582,61626656824.034225,61972739014.02423,61274378026.63496,61882042886.47857,61790966381.84487,61150366548.73982,61825836275.38657,62440715775.157036,62398738298.07227,63966662400.97571,118085765353.13177
