OBJECTID_1,OBJECTID,BasinID,AREA,PERCENTAGE,Unnamed: 0,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075
99,166287,136216,147.80513154443625,10229.095859020788,136098,10551776207.327456,10601271573.621092,10685758401.931103,10705263975.250776,10690514327.523983,10677748734.868624,10664463172.295206,10595765883.600033,10496656530.16131,10404374158.607862,10469899204.83996,10535419549.891607,10512533964.896765,10497901587.24659,10382339293.676495,10414904313.580244,10413707844.230576,10354144323.131504,10296903681.79377,10286964561.31359,10367749842.526743,9211443649.724377,9249148473.430923,9246407498.583557,9248464423.209034,9220675660.291206,9177727671.689487,9168136235.269623,9210976292.210882,9166501327.523705,9168534821.108515,9200768093.350323,9109523531.58672,9059165114.982973,9038297565.323126,9065478150.974495,8965241220.214003,9030734548.843376,9006891924.928837,8989779769.323694,8928019177.630623,8911120539.194304,8869816290.759134,8880074612.629902,8841895465.933315,8795602429.26738,8777840724.218357,8773930081.918219,8778849333.919548,8838082006.59354,8814998024.274454,8799511368.453096,8799490719.887762,8809693446.543484,8887276386.567528,8887101605.170094,8918139563.061632,8904449086.664072,8898148447.716942,8909523688.139128,8928809167.854435,8821305580.06582,8842879951.588528,8854122236.441,8879498339.559732,8784105165.44128,8755246432.745764,8737969010.694984,8752276629.029842,8704493651.819578,8695542050.395761,8676430599.817411,8720573192.305265,8750445867.844616,8722637947.148712,8693853794.031937,8700146085.86547,8756886926.081085,8753545895.550613,8624670904.497719,8532205498.730341,8564277407.599413,8537847162.221698,8542215950.488998,8476781902.072015,8438629393.032685,8360505205.381121,8332784933.793985,8273293925.226233,8235851264.16961,8211517467.289852,8214595973.712664,8156469778.710731,8136107792.189531,8087244953.908977,8105389362.012222,8147536721.761894,8117534625.523402,8059472973.500711,8050340309.24411,8085072137.243087,8990109196.101437
100,13399,11584,0.047938211720134995,3.6536818653281675,11583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,10691,9032,0.016274267960124,0.868904551722212,9031,15060414709.365906,15092056526.597015,15114746927.310204,15100731054.457241,15056502762.125774,15049018077.260162,15055179921.782482,15047501475.35925,15128133228.284344,15222681633.010496,15153962195.914759,15163648642.484354,15125894721.166544,15144675480.269691,15175705083.297287,15193416101.64101,15276000518.4151,15339020934.13601,15279005680.55758,15173318427.517029,15202017700.862062,132821821.11310722,133650703.02007788,133716444.55497031,133832726.39163281,134224665.55183658,134599797.85241398,134922909.2606628,135420688.4920844,135143495.69334528,135155167.9822596,135134839.0337634,135102877.9062551,135284472.64201915,135492056.3498696,135415867.22463962,135448856.32792288,136187422.45879796,136000429.42131487,135887581.31152052,136260964.11118615,136105961.4498178,136695098.93010837,136652937.6094758,135731908.27465117,135732182.0772263,135650797.2920869,135327252.33873573,135321178.7389264,135240068.1145339,135045506.58909664,134064079.89147352,133397361.84604579,132661854.54212373,132444459.99935476,132090418.05020618,131644248.03560095,131198225.6719897,131626759.7714215,131783081.10704695,131349177.55710723,131120121.24075623,130984284.30941677,131160402.4060327,131406678.11402166,131439375.01647098,131376958.84868662,130680555.8434759,130602665.96578863,129898468.44404583,129984412.96962649,129895707.92048363,129345844.39088549,128764877.22109303,129238826.81504875,128738167.74379832,129254120.97902694,129004022.9932105,128952974.0438165,128884682.43444183,128638251.59441239,128780853.57751383,128905710.71601143,129307406.2792065,129440728.0143468,130415787.33155817,130832438.45680965,130728719.59938851,129977988.77429017,130151533.29190405,129991421.40646964,130310065.99834809,129700112.29467812,129429284.64218426,129148590.48945916,129501539.85096341,130048776.18825638,129935244.05518626,129701635.84566307,130007193.45935999,130526254.87988111,14980423555.627491
102,216928,184986,5.3599200498548605,3828.242631978426,184947,47909074252.76749,48168167261.8511,48151230526.16138,47973540329.77314,47751614245.779945,47278953221.52718,46729960991.9092,46269159813.52183,46417195343.76596,46448864757.73507,46854331517.88177,46876549935.04953,47521906612.99471,47573933673.55987,47845288326.828125,48071211595.55879,47707065842.27008,47492222146.32322,47520912276.727295,47233439699.7408,47441406820.50376,46986033397.31591,46648123804.94824,46866680934.818726,47303569868.757385,47042193763.22564,46963142260.18724,47148232177.50546,47248517275.33971,47280337878.24534,47034014046.89142,47142211626.57584,47398118771.23033,47670308705.99745,48206147628.120735,48136595079.04077,48521775392.79757,48817582514.95701,49077845727.50837,48673957900.83246,48493672799.528534,48563836193.41084,48067087381.735176,48075301938.70904,48044661150.060646,47884310072.75707,48082596577.30538,48707863845.20091,48220230943.04208,48165724756.41267,48264360819.442924,48103424892.0054,48663134475.35806,48812788737.76444,48643990483.349205,49105239119.91464,49051435934.1643,48896049656.73654,49235135674.394035,49747940901.899635,50035846330.99464,49905378231.45113,50202188429.09093,50359853964.43591,49712546099.70274,50027843369.809586,50135591613.77077,50329228399.16787,50121556141.59593,50805983942.831116,51031604199.03639,50962379982.75097,51413821341.95226,51557780193.58605,51871764469.494644,52358170417.093544,52580086798.17919,52373221690.0502,52505537577.323265,52918148365.94044,53058168444.08369,53180051175.73757,53388020295.634155,53449495011.68267,53499000001.65491,53498016731.168846,53469401627.48449,53635707811.77283,53587104410.8595,53236003445.4974,53143021009.331955,53336292051.26628,53151687283.62502,52831497365.89644,52776604067.750916,53029136171.16802,53005726931.06702,53184636055.76659,53256646751.1394,53263129717.26092,53136622808.0883,53995445585.33316
103,10679,8696,2.8033402775815452,30.649673296229583,8690,12350083384.904837,12466182287.822271,12600988799.990656,12709574830.2832,12680311220.068829,12783997524.59374,12887971888.616032,13242704812.787916,13145080987.693247,13222680308.287148,13329482581.912588,13569866753.472303,13805521792.297243,13861041622.005402,13928655770.297977,13945090089.180038,13911181592.638086,13821457280.738611,13541958085.846317,13755709444.503714,14012057006.8619,1691709082.9000642,1693300554.8950484,1717977125.6624346,1722298916.199368,1715558528.0002012,1700093017.584215,1694201389.8726504,1712704883.2198706,1744797320.043039,1733975267.1631227,1733819937.0871298,1758504273.256462,1735460459.1590052,1729839357.7062144,1718571733.5628085,1695150159.3129275,1652809736.11876,1673094267.9244695,1678903896.1080368,1681918587.9831243,1666311369.7327044,1647391057.4081872,1627252531.6617196,1597433468.8637097,1601154757.4901083,1617243348.8333855,1631983996.674228,1642673594.748334,1621567409.4231498,1604441115.45372,1597111793.5232246,1586555327.127732,1550982158.9787865,1556719926.200088,1571557363.7181687,1572406444.303557,1572324187.6449368,1566971086.3047705,1543162500.1687095,1546901826.0236394,1540583222.5732965,1518823833.308092,1525834529.5692263,1531432816.2196803,1516889109.3783605,1516595648.0908778,1551775675.059181,1538681827.0410223,1535249262.5046744,1521990139.388582,1505236432.5117352,1521691616.971946,1563341612.2887666,1581554577.7359967,1544225138.4989817,1520596206.8628418,1506728776.9703364,1534015395.6951385,1522423910.19786,1513891902.0524352,1506821365.9432473,1541821863.8140712,1536149289.474126,1513829722.5531557,1478183455.624764,1461393205.3554893,1448272185.8264248,1440287645.9974046,1426841035.195453,1420204433.2878382,1423581444.6915436,1406910320.1397994,1401250169.4260042,1394805215.6158395,1414597015.422475,1418388844.2384715,1402651765.3624506,1390901089.6341007,1380284084.7612638,1365063138.0315368,11674370409.95164
104,70829,60339,9.177003911287414,251.7581878524332,60331,43151889345.1073,43304173102.53348,42962172573.91021,42787085330.91359,42952698468.65935,43519639804.79466,43949524887.26001,44524518999.12622,44862245841.43149,45186826631.004196,45135390860.1468,44919543512.07181,45106415850.9364,45079791573.047806,45180801894.71569,45450720535.20737,45554803684.10357,45688963759.07611,45828895149.4325,45844932345.400635,46205245168.94708,12363924041.934471,12387686265.667953,12305716859.003159,12353748469.13594,12520108870.469526,12447405543.720154,12426115816.09282,12465219757.865395,12427429970.683628,12397615932.831757,12355464451.573536,12324203497.882511,12408234998.206524,12372701315.202208,12274967718.908543,12244036571.156818,12022470416.608143,11957306564.007702,11901582824.335997,11959249863.838696,11950172643.40584,11885578832.563698,11876121803.669092,11752940041.903294,11669207108.630758,11574429340.743221,11615052060.860687,11598211467.098112,11530581548.817188,11606798012.17006,11621486567.501337,11589800181.469528,11730894168.705894,11688472927.553751,11587328090.104805,11703814670.064072,11721584463.82238,11687509729.577122,11636282872.186123,11583722352.595047,11559957037.396566,11725194442.463844,11641360357.668842,11683988130.936806,11693930399.25595,11621982236.686174,11795574129.20342,11828337479.312386,11795134358.519306,11795837702.807335,11719551101.176052,11751662344.410572,11828845015.904125,11956335380.601889,11972465420.642311,12073901699.606983,11989829487.631083,12035021720.247917,12071043783.582047,11937475007.073002,11782036378.902376,11783910664.277828,11696694983.469303,11715767991.005005,11739930160.11499,11624969271.908787,11614594637.007524,11769216851.165813,11854852054.52718,11823655345.140657,11912715822.125965,11935831752.482574,11960598698.17825,11932216903.458883,11944009101.324541,11984539053.98797,11900505980.909157,11775899214.511768,11877005158.24597,11869718260.408699,46550492609.716675
105,20792,17680,0.32553893819806606,9.362771357973228,17678,16267297457.311218,16333127677.728722,16280367465.627735,16316491772.252449,16183008878.129662,16176270148.329632,16343909008.829994,16644603520.635475,16766179266.649187,16904971772.305965,16846560672.086731,16837183966.962248,16783408960.350704,16914223144.811426,17023827346.97811,17120144003.699589,17252771102.170906,17347234440.35948,17245377123.383396,17079494600.557566,17078381543.113132,786581282.4624923,793998791.4133024,791923328.3160778,794337912.8187255,792975304.5971985,789853880.3371552,792950372.0210743,794289466.2013887,783793029.391676,779121412.4343871,776107491.2283072,778987189.6593506,778935127.2948564,785798944.3154355,784480944.5955162,779461543.6033978,767550283.0199062,766170939.8169345,765854642.3731837,769956103.2473704,767731981.4194587,766869043.9330926,761048389.5188851,753580701.925168,755731983.8596914,757525383.9862727,755803467.4375459,753162373.3952014,748733127.3122901,743855091.2862151,733185711.9390607,725160892.8849688,722254305.1196182,716868093.0828786,718377832.8122505,725828445.6092196,717931473.3220797,722281609.6322198,726028263.799066,725336662.144954,719208337.7997621,716491608.7943556,721548738.6792841,724388382.6297079,722611531.3550966,719091902.3011229,725869084.3187728,729147637.4613628,719500994.1407553,718408927.4129206,715730216.603409,713070507.2787684,705954118.3397359,710390969.4400642,704899746.0369397,711918282.6168435,707969120.0520053,713084219.5369644,717313491.9392141,717836102.0605993,718962302.130392,728133610.1334766,734995009.8435445,743355490.4585903,752617422.6516709,745719866.869174,746151670.0202162,742684981.9732487,741524560.9730383,741584342.4750906,754847980.8465073,754069739.6894253,750969427.7761303,744603024.6522694,743937522.9508785,745826645.0004636,740300613.4264147,731476450.1775233,741138410.1226331,747534785.5941668,16275829097.915047
106,146595,124802,9.461646067853383,929.2073622765164,124785,57871949591.43527,58072885752.343994,57652029252.372055,57457083985.53231,57679525223.90352,58331306599.4724,58900652411.44124,59686058663.88335,60089085058.364136,60554662476.051025,60555730289.0741,60297560881.7193,60463355863.313324,60415823004.7793,60564224444.98194,61026009377.475845,61209389824.37078,61409441775.66609,61601572839.512535,61728988196.8179,62233285224.60587,13262430544.41553,13350945595.786852,13293815121.501678,13346025937.723118,13520623588.633152,13446854585.038158,13451651315.085468,13530002348.06322,13487555578.522125,13407403630.427235,13341657990.949099,13300172270.65211,13404498336.417856,13403793716.615036,13322448784.559177,13288207870.81416,13138376727.42971,13083203317.916847,13019419463.547346,13114194855.269941,13093565851.73968,13082866856.74586,13115587156.758604,12985592709.994703,12932892671.56397,12853191152.782852,12905843864.34055,12928592547.232769,12864893388.612326,12911171331.730545,12914091742.847048,12887976230.142159,13021741999.422375,12974994011.086065,12864038145.23451,12987980287.778608,12998992579.606058,12960106319.044315,12946392970.260595,12961766980.724154,12938131048.646118,13153137940.832304,13068110630.65218,13074448710.629679,13064799211.60026,13008552065.734339,13083769670.943903,13111013550.931679,13111501120.204466,13112748807.672482,13062685935.186508,13027677284.698969,13034143486.071032,13150373216.247587,13115582773.380373,13216917822.256224,13184766852.44717,13165119060.775185,13158392681.352411,13056674956.122805,12977107038.627098,12971298224.79961,12932107776.620155,12979804178.446203,13024294686.051342,12928102792.53889,12961311318.052368,13074316368.181046,13113407924.104855,13044394369.418646,13104186526.010082,13091723294.789501,13091107343.297121,13088774696.97667,13129305636.726196,13164430565.796217,13175221145.975275,13097907458.159101,13152589149.500488,13147713272.705566,63788695553.47788
107,91395,75800,55.231238803784365,8569.130032939887,75699,29407651914.59854,29518489931.241554,29420149117.48385,29394520275.82545,29178228324.509632,28980112905.19711,28928469889.633183,29222811150.918182,29044729966.908695,28536846989.816414,28236198587.57814,27610711791.162525,26905849037.30146,26656190221.01239,26794129699.357513,26683118182.48126,26630182812.624687,26329624642.84604,26034327044.182755,25682688052.029213,25616088363.610416,22053270423.350082,21876164258.40379,21646489895.680595,21510176749.714695,21464489142.409485,21511841823.238106,21425765024.361034,21207770682.79206,21108208163.318615,20736757569.83994,20318511446.00277,20045340676.64132,19793965745.002106,19868909265.90003,19532528234.256344,19160061977.718388,18915218149.68894,18893596451.30853,18801749627.059288,18729086019.870415,18854515283.67838,18942491250.76188,19180040814.659313,18834194617.29683,18586968622.91649,18372555199.097473,18138077673.689354,18098512117.575863,18271939833.14534,18138623370.459736,18052628190.965614,18045688003.457867,18197555331.929226,18121993005.094517,17978709946.797516,17723771214.765186,17365584775.27301,17448795325.666344,17473095168.11473,17319165943.405964,17275547452.764645,17215749790.720295,16960593542.625603,16421489701.181543,16514383501.41193,16872552673.39915,16807328336.915491,16730852429.737152,17027364719.54776,16877449328.685402,16760438189.70479,16707987975.037666,16434776997.272367,16213563942.509705,16281927244.174648,16363157244.974949,16343334485.589146,16168468743.530846,16105526604.117355,15990528813.65646,15941076094.076624,15609872120.467373,15351080926.047604,15198765615.785816,15036452409.153667,15147819231.134695,15118028599.138832,15145478911.167385,15052020080.12223,15234263710.972084,15256825370.905869,15462826763.11507,15749870665.178164,15753165483.055824,15641902518.794285,15242959586.61844,15182556992.156685,15024245163.022806,14784722519.99375,14729083308.063322,17349331275.284996
108,8905,7588,0.001320426337836,0.284326424869739,7587,2179672151.953875,2181483542.862514,2170454791.2599306,2195415515.168981,2191212964.130768,2172091073.2904162,2162515062.4670825,2150092903.585704,2171053990.6936355,2183315466.0214963,2175951093.960765,2151210413.9664164,2147708564.697028,2144661778.425223,2131757441.7959528,2135067871.0337114,2153622772.203016,2170175163.58106,2189609784.5771213,2155472351.480158,2155773005.1538253,6113257.366350375,6134330.546726227,6130422.483184728,6065950.808930192,6042638.845123161,6033710.504802804,6063042.333075791,6064823.432944696,6035742.340857795,6024550.496729107,6004891.610725262,5993131.693031791,5937441.436873986,5938486.253035298,5931484.79434346,5947212.129625466,6007379.736703911,5994094.110285516,6012365.43651076,6017884.639928956,6081543.24252849,6117209.245867581,6145510.8655840745,6131738.144071262,6108083.604721961,6077921.715960643,6036183.952199737,5951595.939123819,6026750.558023891,6032021.353189596,6011447.84014515,5953205.87495511,5865928.122986829,5849139.2542934045,5804826.817993989,5761194.984444972,5689155.482075133,5720474.228487475,5784262.864940312,5817121.369141868,5763249.552295617,5721158.092061129,5762199.597001176,5765917.148486773,5774468.464060826,5773739.466974522,5713738.529261606,5650933.748511271,5630522.1946009705,5621940.478356422,5575553.686178664,5504943.403075231,5406269.793844546,5417546.278907025,5429569.726685592,5466429.130284488,5506656.472360203,5544857.1565009225,5535191.774772847,5511388.897607196,5504640.952960465,5479133.94399049,5519311.731971631,5535424.712414554,5579579.831983315,5613665.359466933,5642443.786771065,5595377.900365218,5530151.439978165,5523688.439547546,5556426.499316383,5526457.635479969,5468686.74162754,5463383.518923315,5428700.799142745,5458125.363549113,5475295.454354379,5504912.574797499,5482599.4744532,5498597.097425573,1944037634.827326
109,46251,39421,3.9419010568461146,117.60278813102997,39416,12623699149.772612,12542786009.254072,12400427657.553366,12431193630.33337,12345518892.49541,12386380997.6833,12441347990.31759,12458849334.513388,12597461357.592735,12597461943.731573,12365924504.230244,12298075543.736713,12304100824.775818,12386001257.287365,12468665754.28492,12415974629.029247,12463398378.5373,12504395171.746447,12398819137.206272,12254508543.44067,12136230459.237957,3162831107.5498695,3184099072.00354,3147567322.051912,3131499042.507673,3165552950.983227,3181372123.0629644,3189341752.6902366,3196807946.244129,3138545938.1792383,3166646005.0987906,3190368022.7394376,3185684354.064554,3180166740.3217297,3185335540.039309,3192735888.447906,3211346575.195057,3180953821.9226274,3167108246.3189387,3165572649.7177076,3158060094.2426777,3173494596.21926,3143180017.8284883,3118657423.4712224,3103591709.478744,3073610646.377402,3063074560.2395377,3043338871.277677,3034888805.7725477,3023462266.121181,3029852961.3613663,2958791177.433648,2941488249.393537,2964900429.127922,2941802434.9198313,2902749562.391103,2902910480.6226015,2902948692.803834,2905658415.0747623,2916783606.9970694,2869541842.70757,2835802093.056878,2836606652.4932218,2819664010.9290113,2820539304.264416,2793820652.402136,2765537671.8251095,2790005773.4437466,2761964534.689583,2721856698.09675,2708678552.454559,2689324826.7625647,2726266276.681325,2737075255.1802526,2742415890.89447,2765279426.529462,2793924763.762784,2776591292.634026,2780358454.5822086,2790054555.2697167,2774688497.931329,2775454383.3238688,2750326231.5710983,2729381711.25426,2737107792.358895,2736139539.9274354,2709662124.652479,2694810218.1821675,2713649744.8639145,2722958664.0373755,2730545479.750526,2770626694.9880877,2767411171.2958794,2764662887.585371,2708071560.5652328,2680211460.703513,2683361050.2926393,2666211991.8265486,2671586475.7099237,2702874243.616497,2716396731.420681,10523404844.337713
110,198271,170921,50.6965813172914,14803.285279955684,170771,369405828308.74963,367624163241.16095,366804026308.7546,365390336967.406,365753063409.42847,366606347016.46497,366992416171.66174,367855523895.5177,368814922130.0141,368296622354.62946,369195022591.2806,367866213879.17926,368167472236.49066,367585314794.81274,366868091595.9723,366373192321.99994,365185939429.43787,363835697372.0969,363017141887.9503,365963458905.33954,363768135451.87244,361574282337.41644,361996751000.23395,361771684209.282,358448482982.3523,355523441252.2707,357522783187.89996,358745790982.11566,359017827141.7986,359701525004.57166,362531410452.6615,363011718880.43396,362285183144.087,362302102270.8923,364246394384.6122,366528947152.36145,366105454437.04156,362831663266.0386,361436957696.38293,362991870606.097,365240589136.9039,364530004558.9741,364182703544.6046,364064627154.5147,363715056460.5181,366004790273.34644,366812725035.9682,368856812095.7207,369939394913.7384,369176780504.52606,371374930237.68994,371797871879.5336,374424683371.753,375172775956.14514,374614515793.6827,373282578340.0508,371249301549.56744,371479705160.82166,369806090256.86707,367435917224.24713,366870014467.38495,365959247309.90393,366270084913.2811,365809978222.35547,364177445263.7235,364243909768.15,365098416842.9417,367867491438.1529,368323434826.3332,366565257893.8736,364343832696.24,365721335780.2489,369340932112.60956,369113983566.82526,369754572905.2572,370436682571.9097,368973876831.8466,366623695219.4588,365621151612.9397,366488933580.63513,366388775450.8161,365730572300.43286,362734213252.97107,360265359726.201,361896910510.7909,363980684955.8839,363456005664.6304,362722663016.57465,364472153162.8695,369249856240.5035,368072284030.1797,371987876945.7125,374416757321.9789,376387117081.6298,376645498459.3576,374416761323.9866,371057385648.02496,371673616318.3387,371712713119.1542,374479391470.71924,374852102590.36285,375251898815.71124
111,5632,4813,0.000591348064773,17.737973095423147,4812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112,5438918,4695330,173.09217361464974,39684.67041433649,4694913,488958678517.544,490643900565.9156,491302402578.8547,491549866730.82263,486937532781.0443,484122721684.1871,482208600989.6749,484426161923.27484,480070382820.02563,477045554370.63727,476930829612.1416,478434013528.1533,477992555295.1319,477551841146.6788,479304066779.43896,476063156769.9424,474894856708.92676,472341053127.7576,469612710901.11224,470609009645.5347,470356262917.3519,393725279267.3738,391777252267.53955,391854927702.5871,390432509786.87006,390685527482.0825,392532372147.2663,391842793838.28723,391378312024.86975,390074206271.79675,389093664414.4723,384942405001.9718,384001731313.7457,382273652424.64233,381893550748.83124,380875902375.12555,379641069062.10297,376301801047.7968,376733113050.7726,376132002659.589,374890528699.17224,371971740600.937,370377473791.54364,369740101436.3605,368211698731.14624,369350395607.1056,368268317888.34094,367675517770.8698,367210078005.90485,365552073641.49384,363146099646.18634,360422703366.86993,362799645894.5509,364662574981.629,364314911113.5503,364755550773.66,361330919932.9858,359488634692.22363,359151481115.4968,360510567020.6156,359180616168.5843,359993564330.93713,359203154938.16907,358405833992.51825,357694116596.90247,357802498259.9391,357349111227.41187,358715690073.67957,357218069113.95715,356678267809.92505,355076845973.02924,353785853979.97876,353977993515.7681,352530523801.30505,351622821939.91156,349443260565.0735,349848686003.7175,348812240021.0567,347077365653.0973,346847236627.6323,345329336631.0661,346415361529.26245,346072307818.37915,343884199869.76465,344316945170.84393,341932578252.1056,342102763438.0201,344838477774.7492,346629470549.8886,344376782316.1747,343787822305.44464,343374288741.311,342829766523.234,343034310161.0985,340620477293.2558,338229575975.72296,338347152570.51245,338191779561.17664,340140476226.9444,339297090142.6991,340812010651.773,409571562587.36145
114,69953,59822,2.7414461016880036,118.74833317611233,59815,20978906126.466114,20960288266.331005,20963986905.71114,21185972330.7687,21174140372.824062,21122917625.04029,21163759423.260426,21297319186.587975,21221764991.490353,21245212994.3438,21126136099.028816,21134701236.002796,21179025593.690445,21094049568.79562,21069336716.072174,21023604837.30449,21156612032.809174,21104444158.075737,20995193673.808907,20658430450.436577,20500617027.29403,3063606539.716745,3045180572.6198883,3051774057.096758,3013695911.1080484,3011917340.912295,3041964139.985346,3050642343.253454,3047072226.057209,3011477748.1594048,3044286922.7314434,3060726558.5283685,3022192699.8636565,2982309620.4415646,2966431341.7324715,2957445875.748578,2949877231.0287037,2908129689.845805,2897145186.109789,2900033171.716575,2882894895.0074325,2898607011.7371607,2859790866.0972605,2871924677.5450425,2829302145.8445387,2813849471.379119,2803485842.8927145,2794624269.3756456,2771078957.086053,2800057869.65174,2806979608.711887,2755955143.7164116,2777716696.0127277,2757424654.7991114,2735331640.330168,2714283851.687389,2692026051.503882,2686035804.7097087,2674720202.2246957,2704339440.74646,2649417157.7365937,2604043541.068901,2583516878.17892,2580358954.0075626,2584816915.245875,2567290800.2326756,2551502082.3220773,2589042195.2828507,2573189893.149766,2521554487.892328,2517226021.3613024,2506590012.9492164,2545199213.423892,2536170560.484189,2543551951.916312,2540485805.4126043,2547894536.0809493,2537233032.38432,2534966644.184799,2519141223.787293,2533554039.046738,2534412297.611471,2494961914.253031,2477776290.820564,2489643372.550208,2469851754.7603965,2447053533.487048,2427757697.430933,2435768029.192889,2398867320.857008,2426375281.0567093,2468778761.3710628,2486217994.5259676,2452729069.8043127,2404851186.6658993,2371106995.062716,2388205178.609153,2378073797.8252954,2404042501.10494,2400017625.3986015,2381868757.2495747,16415478761.908417
115,213387,172754,106.6198111855287,10381.964566382734,172622,310708105535.83044,311127050048.8516,310421683891.62054,309719441347.8103,309259982848.6756,311151163624.9171,309996708518.5531,309113401753.9614,308700808076.03674,308887250200.074,308619190489.50616,309915688487.51465,309346435668.5721,310425870954.2156,312048965052.2825,314096044029.0684,314533126828.65955,313075095933.30225,310444797145.6574,309622630309.68964,309322353500.88885,123664619198.07144,123077209570.12794,123574948399.73679,124000862295.22366,124621681453.60579,124691897697.65259,125326958001.2942,124726685626.45723,124319563661.62607,124441019351.9512,124290306389.08383,125017230352.78438,124751848162.98247,123732353544.8942,122595724442.31474,121966114779.19406,121349534798.45189,121199484637.56499,120682598720.83514,120794065064.42947,119842537273.87587,119448410454.84045,118927233276.73181,118390576011.31412,117052380961.61562,117099105135.72633,116255981692.37721,115778911756.5054,116169472978.53035,116143383882.58852,115534694151.35359,115657613730.59607,115371583891.64859,115131442680.47511,115690244825.5685,116507846718.82396,116152021690.83713,115964464234.42061,115940685757.32565,116042802073.93382,116027084653.21472,115806827042.7981,116087187818.88916,117706082549.9926,117638938705.4289,118561564499.41837,120238299127.31189,120024847920.75824,119776341918.37112,120297848306.03188,120436189500.8053,121284230734.89272,121739220407.00452,121278354278.64194,122175333628.0095,122122884646.91983,123032496532.92064,123439923402.31163,123398552381.51355,122288279825.07288,121735455000.26462,121372887688.55328,122085445575.73724,122026183039.24734,120593430780.75165,119398097865.31316,118934381741.09601,118207177953.76913,117861371496.26566,117752167145.70177,117759265331.70137,117306126586.83437,117490718638.70445,116105269502.4787,116639546561.82927,115902209867.30974,114177435709.96947,113690965971.02567,113569203383.63599,113125421278.7652,302836529202.5125
